dictionary_id,arabic,our_arabic,our_romanization,english,our_english,our_pos,our_category,sources,rank,page,situation,match
698,لَعِب,لَعِب,li3ib,To play,played,Verb,Common Verbs,words,353,7,,exact
585,زَعِل,زَعَل,zi3il,To become upset,got upset / angry,Verb,Emotions,words,354,7,,exact
534,نَزِل,نِزِل,nizil,To go down,went down / went out (to street),Verb,Motion Verbs,words+phrases,356,8,Accommodation,exact
718,تَعِب,تَعِب,ti3ib,To become tired,got tired,Verb,Daily Routine Verbs,words,357,8,,exact
511,فَتَح,فَتَح,fata7,To open,opened,Verb,Common Verbs,words,358,8,,exact
674,دَفَع,دَفَع,dafa3,To pay,paid,Verb,Money & Shopping,words,360,8,,exact
579,كَرِه,كِرِه,kirih,To hate,hated / disliked,Verb,Emotions,words,362,8,,exact
533,طَلِع,طِلِع,tili3,To go up / rise,went up / went out,Verb,Motion Verbs,words,363,8,,exact
2338,سَرَق,سَرَق,sara',To steal,stole,Verb,Common Verbs,words,365,8,,exact
707,شَكَر,شَكَر,shakar,To thank,thanked,Verb,Common Verbs,words,366,8,,exact
629,طَبَخ,طَبَخ,tabakh,To cook,cooked,Verb,Cooking,words,367,8,,exact
725,طَلَب,طَلَب,talab,To ask for / order / request,ordered / requested,Verb,Common Verbs,words,368,8,,exact
592,زار,زَار,zaar,To visit,visited,Verb,Common Verbs,words,371,8,,exact
720,جاع,جَاع,jaa3,To become hungry,got hungry,Verb,Daily Routine Verbs,words,372,8,,exact
733,ذاق,ذَاق,daa',To taste,tasted,Verb,Cooking,words,373,8,,exact
715,بَكى,بَكَى,baka,To cry,cried,Verb,Emotions,words,374,8,,exact
537,لَفّ,لَفّ,laff,To turn / wrap / roll / tour,turned / went around,Verb,Motion Verbs,words,376,8,,exact
653,رَنّ,رَنّ,rann,To phone / ring,rang (phone) / called,Verb,Technology,words,377,8,,exact
535,وَصِل,وِصِل,wisil,To arrive,arrived,Verb,Motion Verbs,words+phrases,380,8,Shopping,exact
320,غَيَّر,غَيْر,gheir,To change,other / different,Adjective,Pronouns,words,382,8,,exact
526,جَرَّب,جَرَّب,jarrab,To try / attempt,tried / tested,Verb,Common Verbs,words,383,8,,exact
555,كَذَّب,كَذَب,kazab,To lie,lied,Verb,Communication,words,384,8,,exact
514,بَلَّش,بَلَّش,ballash,To start,started / began,Verb,Common Verbs,words,387,8,,exact
69,خَلَّص,خَلَص,khalas,To finish,enough / done / that's it,Particle,Exclamations,words,388,8,,exact
652,خَرَّب,خَرَّب,kharrab,To ruin / mess up,ruined / broke (something),Verb,Household,words,389,8,,exact
573,عَلَّم,عَلَّم,3allam,To teach,taught,Verb,Common Verbs,words,390,8,,exact
641,نَظَّف,نَظَّف,nazzaf,To clean,cleaned,Verb,Household,words,391,8,,exact
657,صَوَّر,صَوَّر,sawwar,To photograph,photographed / filmed,Verb,Technology,words,392,8,,exact
2587,قَرَّر,قَرَّر,arrar,To decide,decided,Verb,Common Verbs,words,393,8,,exact
2334,رَكَّز,رَكَّز,rakkaz,To concentrate / focus,focused / concentrated,Verb,Common Verbs,words,394,8,,exact
516,خَلَّى,خَلَّى,khalla,To allow / let,let / left / made (someone do),Verb,Common Verbs,words,395,8,,exact
627,صَلَّى,صَلَّى,salla,To pray,prayed,Verb,Daily Routine Verbs,words,396,8,,exact
2340,خَبَّى,خَبَّى,khabba,To hide,hid (something),Verb,Common Verbs,words,398,8,,exact
701,سافَر,سَافَر,saafar,To travel,traveled,Verb,Motion Verbs,words,400,8,,exact
722,تَأَخَّر,تْأَخَّر,t'akhkhar,To be late,was late / got delayed,Verb,Daily Routine Verbs,words,405,8,,exact
577,تَمَنّى,تْمَنَّى,tmanna,To wish / hope,wished / hoped,Verb,Emotions,words,406,9,,exact
2588,اخْتار,اِخْتَار,ikhtaar,To choose / pick,chose,Verb,Common Verbs,words,408,9,,exact
582,اشْتاق,اشْتَاق,ishta',To miss / long for,missed (someone),Verb,Emotions,words,409,9,,exact
1450,فَلَسطين,فِلَسْطِين,filasteen,Palestine,Palestine,Noun,City & Places,words+phrases,411,9,Countries,exact
1270,بَلَد,بَلَد,balad,Country,town / country,Noun,City & Places,words,412,9,,exact
1213,أرض,أَرْض,ard,Land,floor / ground,Noun,Household,words,418,9,,exact
2418,دين,دَيْن,dein,Religion,debt,Noun,Money & Shopping,words,420,9,,exact
1460,حُرّية,حُرِّيَّة,7urriyye,Freedom,freedom,Noun,City & Places,words,421,9,,exact
1262,مَدرَسة,مَدْرَسَة,madrase,School,school,Noun,City & Places,words,422,9,,exact
1564,مُعَلِّم,مُعَلِّم,m3allim,Teacher,teacher / master,Noun,Professions,words,423,9,,exact
1592,كِتاب,كِتَاب,ktaab,Book,book,Noun,Education,words+phrases,426,9,Dictionary,exact
1594,قَلم,قَلَم,alam,Pen,pen / pencil,Noun,Education,words+phrases,428,9,Dictionary,exact
327,حَق,حَقّ,7a'',Right,right / true / belongs to,Noun,Pronouns,words+phrases,429,9,Dictionary,exact
1593,دَفتِر,دَفْتَر,daftar,Notebook,notebook,Noun,Education,words,430,9,,exact
1606,لُغة,لُغَة,lugha,Language,language,Noun,Education,words,431,9,,exact
1252,مَحَلّ,مَحَلّ,ma7all,Shop,shop / store,Noun,City & Places,words+phrases,432,9,Shopping,exact
1689,سَعر,سِعِر,si3ir,Price,price,Noun,Money & Shopping,words,433,9,,exact
1461,سَلام,سَلَام,salaam,Peace,peace,Noun,City & Places,words,435,9,,exact
12,هَداك,هَدَاك,hadaak,That,that (m.),Pronoun,Pronouns,words,440,9,,exact
13,هَديك,هَدِيك,hadeek,That (fem.),that (f.),Pronoun,Pronouns,words,441,9,,exact
14,هَدُولاك,هَدُولَاك,hadolaak,That (plur.),those,Pronoun,Pronouns,words,442,9,,exact
971,خَفِيف,خَفِيف,khafeef,Light (Weight),light / likeable (person),Adjective,Personality,words,443,9,,exact
1530,بَطِيء,بَطِيء,batee',Slow,slow,Adjective,Adjectives (Abstract),words,444,9,,exact
1529,سَرِيع,سَرِيع,saree3,Fast,fast / quick,Adjective,Adjectives (Abstract),words+phrases,445,9,Dictionary,exact
45,بَس,بَسّ,bass,But,but / only / enough,Conjunction,Conjunctions,words,446,9,,exact
49,لَو,لَو,law,If (usually used in past tense),if (hypothetical),Conjunction,Conjunctions,words,447,9,,exact
48,إذا,إِذَا,iza,If / whether,if,Conjunction,Conjunctions,words,448,9,,exact
1466,ضَيِق,ضَيِّق,dayyi',Narrow / Tight,narrow / tight,Adjective,Adjectives (Physical),words,449,9,,exact
74,كَمان,كَمَان,kamaan,Also,also / too / more,Adverb,Adverbs,words+phrases,450,9,Conversation,exact
1465,عَرِيض,عَرِيض,3areed,Wide / Broad,wide / broad,Adjective,Adjectives (Physical),words,451,9,,exact
52,لَمّا,لَمَّا,lamma,When,when (past),Conjunction,Conjunctions,words,452,9,,exact
1505,صَعِب,صَعِب,sa3ib,Difficult,difficult / hard,Adjective,Adjectives (Abstract),words,453,9,,exact
1371,سَهِل,سَهِل,sahil,Easy,plain / flat land,Noun,Nature & Weather,words,454,9,,exact
1528,رَخِيص,رْخِيص,rkhees,Cheap,cheap / inexpensive,Adjective,Adjectives (Abstract),words+phrases,455,9,Dictionary,exact
1527,غالِي,غَالِي,ghaali,Expensive,expensive / dear,Adjective,Adjectives (Abstract),words+phrases,456,9,Dictionary,exact
1199,بارِد,بَارِد,baarid,Cold,cold (food/drink),Adjective,Food & Drink,words+phrases,457,10,Dictionary,exact
1119,ضاوي,نُور,noor,Light,light,Noun,Household,words,460,10,,english-only
595,وَدَّع,وَدَّع,wadda3,To say goodbye to,said goodbye to,Verb,Culture & Customs,words,461,10,,exact
1503,سَيء,سَيِّئ,sayyi',Bad,bad,Adjective,Adjectives (Abstract),words+phrases,464,10,Conversation,english-only
241,منِيح,مْنِيح,mnee7,Good,good / well (m.),Adjective,Adjectives (Abstract),words+phrases,465,10,Conversation,exact
933,مِتحَمِّس,مِتْحَمِّس,mit7ammis,Excited,excited (m.),Adjective,Emotions,words,468,10,,exact
26,مِن,مِن,min,From / of / since,from,Preposition,Prepositions,words,471,10,,exact
53,حَتَّى,حَتَّى,7atta,Until,until / even / so that,Conjunction,Conjunctions,words,473,10,,exact
919,مِتضايِق,مِتْضَايِق,mitdaayi',Bothered,annoyed / uncomfortable (m.),Adjective,Emotions,words,474,10,,exact
499,بِدُون,بَدُون,badoon,Without (with an absence of),without,Preposition,Prepositions,words+phrases,475,10,Dictionary,exact
926,مِتفاجئ,مِتْفَاجِئ,mitfaaji',Surprised,surprised (m.),Adjective,Emotions,words,476,10,,exact
31,عَن,عَنْ,3an,About,about,Preposition,Prepositions,words,477,10,,exact
692,تَرَك,تَرَك,tarak,To leave,left (behind) / abandoned,Verb,Common Verbs,words,479,10,,exact
496,زَيّ,زَيّ,zayy,Like,like / same as,Preposition,Prepositions,words,480,10,,exact
553,شَرَح,شَرَح,shara7,To explain,explained (in detail),Verb,Communication,words,482,10,,exact
700,خَسِر,خِسِر,khisir,To lose,lost (game/money),Verb,Common Verbs,words,484,10,,exact
699,فاز,فَاز,faaz,To win,won,Verb,Common Verbs,words,485,10,,exact
78,بَرَّا,بَرَّا,barra,Outside,outside,Adverb,Adverbs,words+phrases,489,10,Dictionary,exact
79,جُوَّا,جُوَّا,juwwa,Inside,inside,Adverb,Adverbs,words,490,10,,exact
38,فَوق,فَوْق,fo',"Up, above",above / on top,Preposition,Prepositions,words,491,10,,exact
37,تَحت,تَحْت,ta7t,"Under, Below",under / below,Preposition,Prepositions,words,492,10,,exact
72,هَلَّأ,هَلَّأْ,halla',Now,now,Adverb,Time,words+phrases,493,10,Greetings,exact
34,قَبل,قَبْل,abl,Before,before,Preposition,Prepositions,words+phrases,494,10,Directions & Places,exact
146,بَعدَين,بَعْدِين,ba3dein,Later,later / then / after that,Adverb,Time,words+phrases,496,10,Time,exact
2347,شَلَح,شَلَح,shala7,To take off (clothes),undressed / took off (clothes),Verb,Common Verbs,words,497,10,,exact
615,لَبِس,لِبِس,libis,To wear (clothes),got dressed / wore,Verb,Daily Routine Verbs,words,498,10,,exact
1310,دُغري,دُغْرِي,dughri,Straight on,straight ahead,Adverb,Directions,words+phrases,499,10,Directions & Places,exact
958,كِذّاب,كَذَّاب,kadhdhaab,Liar,liar,Adjective,Personality,words,501,10,,exact
988,حامِل,حَامِل,7aamil,Carrying/Pregnant,pregnant,Adjective,Health & Medical,words+phrases,508,11,Dictionary,exact
411,ماشي,مَاشِي,maashi,Walking,OK / agreed / fine,Phrase,Conversational Fillers,words,509,11,,exact
593,عَزَم,عَزَم,3azam,To invite,invited (to a meal/gathering),Verb,Culture & Customs,words,515,11,,exact
702,حَجَز,حَجَز,7ajaz,To book / reserve,booked / reserved,Verb,Common Verbs,words+phrases,516,11,Dictionary,exact
407,غَلِط,غَلَط,ghalat,To make a mistake,wrong / mistake,Noun,Conversational Fillers,words,517,11,,exact
603,نَجِح,نَجَح,naja7,To succeed in,succeeded / passed (exam),Verb,Common Verbs,words,520,11,,exact
542,رَكِب,رَكِب,rikib,To ride,rode / got on (vehicle),Verb,Motion Verbs,words,521,11,,exact
681,سَحَب,سَحَب,sa7ab,To pull out / withdraw,pulled,Verb,Common Verbs,words,522,11,,exact
2642,قَطَف,قَطَف,ataf,To harvest / gather / pick,picked (fruit),Verb,Common Verbs,words,523,11,,exact
540,رَكَض,رَكَض,rakad,To run,ran,Verb,Motion Verbs,words,529,11,,exact
709,عاد,عَاد,3aad,To repeat,returned / did again,Verb,Common Verbs,words,532,11,,exact
548,فات,فَات,faat,To enter into,entered / passed (time),Verb,Motion Verbs,words,533,11,,exact
545,ساق,سَاق,saa',To drive,drove,Verb,Motion Verbs,words,534,11,,exact
649,طَفى,طَفَّى,taffa,To turn off / extinguish,turned off,Verb,Household,words,537,11,,exact
2209,خَوَّف,خَوْف,khof,To frighten / scare,fear,Noun,Adjectives (Abstract),words,546,11,,exact
564,صَدَّق,صَدَّق,sadda',To believe / trust,believed,Verb,Common Verbs,words,548,11,,exact
650,صَلَّح,صَلَّح,salla7,To fix / repair,fixed / repaired,Verb,Household,words,550,11,,exact
691,مَسَك,مَسَك,masak,To grab,held / grabbed / caught,Verb,Common Verbs,words,556,11,,exact
651,كَسَر,كَسَر,kasar,To break / smash,broke,Verb,Household,words,557,12,,exact
617,غَسَل,غَسَل,ghasal,To wash (your hands e.t.c.),washed,Verb,Daily Routine Verbs,words,560,12,,exact
726,حَضِر,حَضَّر,7addar,To attend,prepared,Verb,Common Verbs,words,561,12,,exact
541,قَطَع,قَطَع,ata3,To cut,crossed (street) / cut,Verb,Motion Verbs,words,562,12,,exact
2723,تَحَقَّق,تَحَقَّق,ta7aqqa',To become achieved / realized,verified / confirmed,Verb,Common Verbs,words,565,12,,exact
502,عَمِل,عِمِل,3imil,To do / make,did / made,Verb,Common Verbs,words,567,12,,exact
525,دَوَر,دَوَّر,dawwar,To search for,looked for / searched,Verb,Common Verbs,words,568,12,,exact
655,رَفَع,رَفَع,rafa3,To lift / raise,uploaded,Verb,Technology,words,569,12,,exact
2583,جَمَع,جَمَع,jama3,To collect,gathered / collected,Verb,Common Verbs,words,571,12,,exact
609,مَنَع,مَنَع,mana3,To forbid / prohibit,prevented / forbade,Verb,Common Verbs,words,572,12,,exact
736,هَمَس,هَمَس,hamas,To whisper,whispered,Verb,Communication,words,574,12,,exact
620,حَلَق,حَلَق,7ala',To cut (hair),shaved,Verb,Daily Routine Verbs,words+phrases,575,12,Dictionary,exact
1345,ثَلَج,ثَلِج,thalij,To be snowy,snow,Noun,Nature & Weather,words,576,12,,exact
1343,مَطَر,مَطَر,matar,To be rainy,rain,Noun,Nature & Weather,words+phrases,577,12,Dictionary,exact
685,رَبَط,رَبَط,rabat,To tie up,tied,Verb,Common Verbs,words,579,12,,exact
2330,زاد,زَاد,zaad,To increase,increased / added,Verb,Common Verbs,words,580,12,,exact
586,خاف,خَاف,khaaf,To be scared,was afraid / feared,Verb,Emotions,words,582,12,,exact
600,غار,غَار,ghaar,To be jealous of,was jealous,Verb,Emotions,words,583,12,,exact
680,رَمى,رَمَى,rama,To throw,threw,Verb,Common Verbs,words,586,12,,exact
1172,فَضِي,فِضِّي,fiddi,To become available / empty,silver,Adjective,Colors,words+phrases,590,12,Colours,exact
2196,حَلّ,حَلّ,7all,To solve / resolve,solution,Noun,Adjectives (Abstract),words,598,12,,exact
569,شَكّ,شَكّ,shakk,To doubt,doubted,Verb,Common Verbs,words,600,12,,exact
554,وَعَد,وَعَد,wa3ad,To promise,promised,Verb,Communication,words,603,12,,exact
695,وَقِع,وِقِع,wi'i3,To fall / drop,fell,Verb,Common Verbs,words,605,12,,exact
644,رَتَّب,رَتَّب,rattab,To tidy up,organized / tidied up,Verb,Household,words,611,13,,exact
2132,بَطَّل,بَطَّل,battal,To quit,stopped / quit / it's no longer,Verb,Slang,words,612,13,,exact
32,بَيَّن,بَيْن,bein,To appear / be visible,between,Preposition,Prepositions,words,614,13,,exact
2708,أَكَّد,أَكَّد,akkad,To confirm,confirmed / emphasized,Verb,Common Verbs,words,622,13,,exact
708,تَرْجَم,تَرْجَم,tarjam,To translate,translated,Verb,Communication,words,623,13,,exact
2580,وَرْجَى,وَرْجَى,warja,To show (alternative pronunciation),showed,Verb,Common Verbs,words,625,13,,exact
605,وافَق,وَافَق,waafa',To agree with,agreed,Verb,Common Verbs,words,627,13,,exact
527,حاوَل,حَاوَل,7aawal,To try / attempt,tried / attempted,Verb,Common Verbs,words,629,13,,exact
1541,أَبْعَد,أَبْعَد,ab3ad,To move away from,farther / farthest,Adjective,Adjectives (Abstract),words,630,13,,exact
2699,أَلْغى,أَلْغَى,algha,To cancel,canceled,Verb,Common Verbs,words,634,13,,exact
583,تَحَمَّس,تْحَمَّس,t7ammas,To be excited,got excited,Verb,Emotions,words,637,13,,exact
671,تَحَسَّن,تَحَسَّن,ta7assan,To improve,improved / got better,Verb,Health & Medical,words,640,13,,exact
624,تَغَدّى,تْغَدَّى,tghadda,To eat lunch,had lunch,Verb,Daily Routine Verbs,words,641,13,,exact
625,تَعَشّى,تْعَشَّى,t3asha,To eat dinner,had dinner,Verb,Daily Routine Verbs,words,642,13,,exact
2711,تَجاهَل,تَجَاهَل,tajaahаl,To ignore,ignored,Verb,Common Verbs,words,645,13,,exact
559,اعْتَذَر,اعْتَذَر,i3tadhar,To apologize,apologized,Verb,Communication,words,650,13,,exact
2710,اعْتَرَف,اِعْتَرَف,i3taraf,To confess / admit,confessed / admitted,Verb,Common Verbs,words,651,13,,exact
570,اكْتَشَف,اكْتَشَف,iktashaf,To discover,discovered,Verb,Common Verbs,words,652,13,,exact
2408,اسْتَأْجِر,اِسْتَأجَر,ista'jar,To rent,rented,Verb,Common Verbs,words,656,13,,exact
234,أهلاً وَ سَهلاً,أَهْلَا وْسَهْلَا,ahla w sahla,Welcome,welcome,Phrase,Greetings,phrases,,,Greetings,english-only
235,أهلاً فيك,أَهْلَا فِيك,ahla feek,Welcome to you too!,welcome to you (to m.),Phrase,Greetings,phrases,,,Greetings,exact
230,السَلامُ عَلَيكُم,السَّلَامُ عَلَيْكُمْ,issalaamu 3aleikum,Hello (formal),peace be upon you (hello),Phrase,Greetings,phrases,,,Greetings,exact
245,صَباح الخير,صَبَاح الخَيْر,saba7 ilkheir,Good morning,good morning,Phrase,Greetings,phrases,,,Greetings,exact
246,صَباح النّور,صَبَاح النُّور,saba7 innoor,Good morning (reply),good morning (reply),Phrase,Greetings,phrases,,,Greetings,exact
247,مَساء الخير,مَسَا الخَيْر,masa lkheir,Good evening,good evening,Phrase,Greetings,phrases,,,Greetings,english-only
248,مَساء النّور,مَسَا النُّور,masa nnoor,Good evening (reply),good evening (reply),Phrase,Greetings,phrases,,,Greetings,english-only
427,شو إسمَك؟,شُو اسْمَك؟,shu ismak?,What's your name,what's your name? (to m.),Phrase,Greetings,phrases,,,Greetings,spelling-mismatch
425,مِن وَين إنت؟,مِن وَين إِنْتَ؟,min wein inte?,Where are you from?,where are you from? (to m.),Phrase,Greetings,phrases,,,Greetings,exact
980,قَدَيش عُمرَك؟,قَدِّيش عُمْرَك؟,addeish 3umrak?,How old are you?,how old are you? (to m.),Phrase,Family,phrases,,,Greetings,exact
249,تُصبَح عَلَى خير,تِصْبَح عَلَى خَيْر,tisba7 3ala kheir,Good night,good night (to m.),Phrase,Farewells,phrases,,,Greetings,exact
252,مَع السَلامة,مَعَ السَّلَامِة,ma3 issalaame,Good bye,goodbye (to the one leaving),Phrase,Farewells,phrases,,,Greetings,exact
253,أللَّه مَعَك,اللَّه مَعَك,allah ma3ak,Goodbye (reply),God be with you / bye (to m.),Phrase,Farewells,phrases,,,Greetings,spelling-mismatch
431,تشَرَفنا,تْشَرَّفْنَا,tsharrafna,Nice to meet you,pleased to meet you,Phrase,Greetings,phrases,,,Greetings,exact
440,دير بالَك,دِير بَالَك,deer baalak,Take care,take care / be careful (to m.),Phrase,Politeness,phrases,,,Greetings,exact
268,لَو سمَحت,لَوْ سَمَحْت,law sama7t,Please,please / excuse me (to m.),Phrase,Politeness,phrases,,,General,exact
267,عَفواً,عَفْوًا,3afwan,Excuse me,you're welcome / excuse me,Phrase,Politeness,phrases,,,General,exact
1612,مُسلِم,مُسْلِم,muslim,Muslim Noun,Muslim (m.),Noun,Religion,phrases,,,About Me,exact
1613,مَسيحي,مَسِيحِي,masee7i,Christian Noun,Christian (m.),Noun,Religion,phrases,,,About Me,exact
944,نَشيط,نَشِيط,nasheet,Energetic Adjective,active / energetic,Adjective,Personality,phrases,,,About Me,exact
959,أمين,أَمِين,ameen,Faithful Adjective,trustworthy / honest,Adjective,Personality,phrases,,,About Me,exact
962,إجتِماعي,اجْتِمَاعِي,ijtimaa3i,Sociable Adjective,social / outgoing,Adjective,Personality,phrases,,,About Me,spelling-mismatch
947,كَريم,كَرِيم,kareem,Generous Adjective,generous,Adjective,Personality,phrases,,,About Me,exact
964,عَنيد,عَنِيد,3aneed,Stubborn Adjective,stubborn,Adjective,Personality,phrases,,,About Me,exact
777,كيف حالَك؟,كِيف حَالَك؟,keef 7aalak?,How are you?,"how are you? (formal, to m.)",Phrase,Greetings,phrases,,,Conversation,exact
243,تَمام,تَمَام,tamaam,Ok,fine / perfect / OK,Adjective,Adjectives (Abstract),phrases,,,Conversation,exact
36,ال,إِلَـ,il-,The Functional,to / for (possession),Preposition,Prepositions,phrases,,,Conversation,spelling-mismatch
65,مُمكِن,مُمْكِن,mumkin,Maybe Functional,possible / can / may I,Particle,Particles,phrases,,,Conversation,exact
317,كُلّشي,كُلّ إِشِي,kull ishi,Everything,everything,Pronoun,Pronouns,phrases,,,Conversation,english-only
1879,شو بِدَّك؟,شُو بِدَّك؟,shu biddak?,What do you want?,What do you want? (to m.),Phrase,Sentence Patterns,phrases,,,Conversation,exact
2110,شو بِدَّك تَعمِل,شُو بِدَّك تِعْمَل,shu biddak ti3mal,What do you want to do?,What can you do (= nothing to be done),Expression,Idioms & Expressions,phrases,,,Conversation,exact
103,عَشرين,عِشْرِين,3ishreen,Twenty Noun,twenty (20),Noun,Numbers,phrases,,,Numbers,exact
105,أربَعين,أَرْبَعِين,arba3een,Forty,forty (40),Noun,Numbers,phrases,,,Numbers,exact
106,خَمسين,خَمْسِين,khamseen,Fifty,fifty (50),Noun,Numbers,phrases,,,Numbers,exact
107,سِتّين,سِتِّين,sitteen,Sixty,sixty (60),Noun,Numbers,phrases,,,Numbers,exact
108,سَبعين,سَبْعِين,sab3een,Seventy,seventy (70),Noun,Numbers,phrases,,,Numbers,exact
110,تِسعين,تِسْعِين,tis3een,Ninety,ninety (90),Noun,Numbers,phrases,,,Numbers,exact
111,ميّة,مِيَّة,miyye,One hundred,one hundred (100),Noun,Numbers,phrases,,,Numbers,exact
113,ألف,أَلْف,alf,One thousand,one thousand (1000),Noun,Numbers,phrases,,,Numbers,exact
484,ألفَين,أَلْفَيْن,alfein,Two thousand,two thousand (2000),Noun,Numbers,phrases,,,Numbers,exact
83,وَحَدة,وَحْدِة,wa7de,One (f),"one (1, f.)",Noun,Numbers,phrases,,,Numbers,exact
1309,شمال,شْمَال,shmaal,Left,left (direction),Noun,Directions,phrases,,,Directions & Places,exact
1308,يمين,يَمِين,yameen,Right,right (direction),Noun,Directions,phrases,,,Directions & Places,exact
40,قُدَّام,قُدَّام,uddaam,In front of Functional,in front of,Preposition,Prepositions,phrases,,,Directions & Places,exact
41,جَنب,جَنْب,janb,Next to Functional,next to / beside,Preposition,Prepositions,phrases,,,Directions & Places,exact
1321,عالزاوية,عَ الزَّاوْيَة,3azzaawye,On the corner,on the corner,Phrase,Directions,phrases,,,Directions & Places,english-only
1280,بَريد,مَكْتَب بَرِيد,maktab bareed,Post office,post office,Noun,City & Places,phrases,,,Directions & Places,english-only
1250,سوق,سُوق,soo',Market Noun,market / bazaar,Noun,City & Places,phrases,,,Directions & Places,exact
2284,رِحلة,رِحْلَة,ri7le,Trip Noun,trip / flight,Noun,Transportation,phrases,,,Transportation,exact
1334,نَزِّلني هون,نَزِّلْنِي هُون,nazzilni hoon,Let me off here,Drop me off here,Phrase,Directions,phrases,,,Transportation,exact
1065,وَجبة,وَجْبَة,wajbe,Dish (portion) Noun,meal,Noun,Food & Drink,phrases,,,Eating Out,exact
638,حُمُّص,حَمَّص,7ammas,Hummus,toasted / roasted (nuts/chickpeas),Verb,Cooking,phrases,,,Eating Out,exact
1011,فَلافَل,فَلَافِل,falaafil,Falafel,falafel,Noun,Food & Drink,phrases,,,Eating Out,exact
1010,فول,فُول,fool,Fool (beans) Noun,fava beans,Noun,Food & Drink,phrases,,,Eating Out,exact
1019,سَلَطة,سَلَطَة,salata,Salad Noun,salad,Noun,Food & Drink,phrases,,,Eating Out,exact
1020,مُتَبَّل,مُتَبَّل,mutabbal,Mutabal,mutabbal (eggplant dip),Noun,Food & Drink,phrases,,,Eating Out,exact
1021,تَبولة,تَبُّولَة,tabboole,Tabooleh,tabbouleh,Noun,Food & Drink,phrases,,,Eating Out,exact
1014,مَقلوبة,مَقْلُوبَة,ma'loobe,Maqloobeh,maqlubeh (upside-down rice dish),Noun,Food & Drink,phrases,,,Eating Out,exact
1016,وَرَق عِنب,وَرَق دَوَالِي,wara' dawaali,Stuffed grape leaves,stuffed grape leaves,Noun,Food & Drink,phrases,,,Eating Out,english-only
1015,مَنسَف,مَنْسَف,mansaf,Mansaf,mansaf (lamb and yogurt dish),Noun,Food & Drink,phrases,,,Eating Out,exact
1013,مسَخَّن,مْسَخَّن,msakhan,Msakhan,musakhan (roasted chicken on bread),Noun,Food & Drink,phrases,,,Eating Out,exact
1690,حِساب,حِسَاب,7isaab,Bill Noun,bill / check / account,Noun,Money & Shopping,phrases,,,Eating Out,exact
1867,مينيو,مِنْيُو,minyu,Menu,menu,Noun,Money & Shopping,phrases,,,Eating Out,english-only
1620,حَلال,حَلَال,7alaal,Halal Adjective,permissible / halal,Noun,Religion,phrases,,,Eating Out,exact
2362,المُكَسَرات,مُكَسَّرَات,mukassaraat,Nuts,nuts,Noun,Food & Drink,phrases,,,Eating Out,english-only
1261,مَكتَبة,مَكْتَبَة,maktabe,Bookshop Noun,bookstore / library,Noun,City & Places,phrases,,,Shopping,exact
1251,دُكّانة,دُكَّانَة,dukkaane,Small shop Noun,shop / small store,Noun,City & Places,phrases,,,Shopping,exact
1497,مَفتوح,مَفْتُوح,maftoo7,Open,open,Adjective,Adjectives (Physical),phrases,,,Shopping,exact
1498,مسَكِّر,مْسَكَّر,msakkar,Closed,closed / locked,Adjective,Adjectives (Physical),phrases,,,Shopping,exact
1220,مَدخَل,مَدْخَل,madkhal,Entrance Noun,entrance,Noun,Household,phrases,,,Shopping,exact
1133,كيس,كِيس,kees,A bag Noun,bag / plastic bag,Noun,Household,phrases,,,Shopping,exact
205,بَعد شْوَي,بَعْد شْوَيّ,ba3d shwayy,A little later,in a little while,Phrase,Time,phrases,,,Time,exact
147,قَبل شْوَي,قَبْل شْوَيّ,abl shwayy,Not long little ago,a little while ago,Phrase,Time,phrases,,,Time,exact
2342,ظُهر,ظَهَر,dhahar,Noon Noun,appeared / showed up,Verb,Common Verbs,phrases,,,Time,exact
138,بَعد الظُهر,عَصِر,3asir,Afternoon,afternoon,Noun,Time,phrases,,,Time,english-only
770,نُص اللَيل,نُصّ اللَّيْل,nuss illeil,Midnight,midnight,Phrase,Time,phrases,,,Time,exact
157,يوم الأحَد,يَوْم الأَحَد,yom ila7ad,Sunday,Sunday,Noun,Days & Months,phrases,,,Date,exact
158,يوم الإتنين,يَوْم الاِثْنَيْن,yom ilithnein,Monday,Monday,Noun,Days & Months,phrases,,,Date,english-only
159,يوم التَلات,يَوْم الثَّلَاثَا,yom ittalaata,Tuesday,Tuesday,Noun,Days & Months,phrases,,,Date,english-only
160,يوم الأربِعة,يَوْم الأَرْبَعَا,yom ilarba3a,Wednesday,Wednesday,Noun,Days & Months,phrases,,,Date,english-only
161,يوم الخَميس,يَوْم الخَمِيس,yom ilkhamees,Thursday,Thursday,Noun,Days & Months,phrases,,,Date,exact
162,يوم الجُمِع,يَوْم الجُمْعَة,yom iljum3a,Friday,Friday,Noun,Days & Months,phrases,,,Date,english-only
163,يوم السَبت,يَوْم السَّبْت,yom issabt,Saturday,Saturday,Noun,Days & Months,phrases,,,Date,exact
145,أوَّل مبارِح,أَوَّل إِمْبَارِح,awwal imbari7,The day before yesterday,the day before yesterday,Phrase,Time,phrases,,,Date,english-only
144,بَعد بُكرا,بَعْد بُكْرَا,ba3d bukra,The day after tomorrow,the day after tomorrow,Phrase,Time,phrases,,,Date,exact
1317,وَين ال...؟,وَين الـ...؟,wein il...?,Where is the ...? 6 options,Where is the...?,Phrase,Directions,phrases,,,Emergencies,exact
